age,job,marital,education,balance,housing,loan,deposit
43,services,single,secondary,550,yes,no,no
44,technician,single,primary,237,yes,no,no
29,blue-collar,single,secondary,415,no,yes,no
46,unemployed,married,secondary,-125,yes,no,no
28,blue-collar,single,tertiary,1984,yes,no,no
34,entrepreneur,married,tertiary,121,yes,no,no
42,management,divorced,tertiary,266,no,yes,no
59,retired,married,secondary,1723,no,no,no
27,blue-collar,single,secondary,1049,no,no,no
36,blue-collar,married,primary,21,no,no,no
34,blue-collar,single,secondary,341,yes,no,no
30,management,married,tertiary,233,yes,no,no
50,technician,married,tertiary,247,no,no,no
50,technician,married,tertiary,3117,no,no,no
45,entrepreneur,married,secondary,242,no,yes,no
40,blue-collar,single,unknown,24,yes,no,no
49,management,married,tertiary,7007,no,no,no
54,retired,married,secondary,1851,no,no,no
31,blue-collar,single,secondary,573,yes,no,no
35,self-employed,married,tertiary,1178,yes,yes,no
34,blue-collar,married,tertiary,748,yes,yes,no
48,admin.,divorced,secondary,-407,yes,no,no
51,blue-collar,married,secondary,4695,no,no,no
47,unemployed,single,tertiary,2500,no,no,no
45,retired,single,secondary,86,no,no,no
33,management,married,tertiary,968,no,yes,no
33,services,single,secondary,192,no,no,no
27,unemployed,single,primary,93,no,no,no
47,technician,married,secondary,0,yes,no,no
54,self-employed,divorced,tertiary,0,yes,yes,no
37,management,married,tertiary,-491,yes,no,no
43,unknown,married,unknown,1517,no,no,no
49,management,married,tertiary,0,yes,no,no
43,unemployed,married,secondary,775,no,no,no
27,admin.,single,secondary,276,yes,no,no
44,services,married,secondary,5781,yes,yes,no
37,management,divorced,tertiary,0,yes,no,no
50,services,married,secondary,901,yes,no,no
50,entrepreneur,married,primary,431,yes,no,no
52,services,married,primary,911,no,no,no
26,admin.,single,secondary,96,no,no,no
35,technician,married,secondary,0,yes,yes,no
47,services,divorced,secondary,-288,yes,no,no
55,services,divorced,primary,2923,yes,no,no
26,blue-collar,single,primary,16,no,yes,no
37,self-employed,married,secondary,744,yes,yes,no
56,blue-collar,married,primary,551,no,no,no
33,management,married,tertiary,322,yes,no,no
36,blue-collar,married,secondary,199,yes,no,no
32,management,single,tertiary,0,no,no,no
30,technician,single,tertiary,0,no,no,no
39,management,single,tertiary,633,no,no,no
28,management,single,tertiary,203,no,no,no
36,self-employed,single,tertiary,583,no,no,no
39,admin.,single,secondary,2749,yes,no,no
48,management,divorced,secondary,769,no,yes,no
34,blue-collar,married,secondary,1924,yes,yes,no
50,blue-collar,married,primary,1064,yes,no,no
26,admin.,single,secondary,1099,no,no,no
35,entrepreneur,married,secondary,2971,no,no,no
44,blue-collar,married,primary,2657,yes,no,no
47,management,married,secondary,21,yes,no,no
62,management,married,tertiary,0,no,no,no
55,management,single,tertiary,0,no,no,no
26,management,single,tertiary,9447,no,no,no
88,retired,married,secondary,433,no,no,no
28,technician,single,tertiary,375,yes,no,no
41,services,married,secondary,2399,yes,no,no
25,technician,single,tertiary,148,no,no,no
40,entrepreneur,divorced,tertiary,224,no,no,no
35,blue-collar,married,primary,147,yes,no,no
65,retired,divorced,secondary,744,no,no,no
40,self-employed,single,tertiary,-94,yes,no,no
43,management,divorced,tertiary,9,yes,no,no
29,management,single,tertiary,1218,no,no,no
48,management,single,secondary,1106,no,yes,no
35,blue-collar,married,secondary,0,yes,no,no
30,technician,single,secondary,167,no,no,no
32,management,single,tertiary,0,yes,no,no
30,student,married,tertiary,324,no,no,no
30,admin.,single,secondary,127,yes,no,no
24,admin.,married,secondary,230,yes,no,no
29,technician,married,secondary,344,yes,yes,no
44,management,married,tertiary,105,yes,no,no
42,blue-collar,married,secondary,634,yes,no,no
45,housemaid,married,primary,317,yes,no,no
57,housemaid,married,primary,2234,no,no,no
36,blue-collar,married,primary,223,yes,no,no
49,technician,married,primary,230,yes,no,no
30,technician,single,tertiary,0,no,no,no
48,management,divorced,tertiary,313,no,no,no
32,services,married,secondary,289,yes,no,no
35,technician,married,secondary,0,yes,no,no
40,entrepreneur,married,primary,3676,yes,yes,no
32,housemaid,married,primary,-184,yes,no,no
37,admin.,single,tertiary,3954,yes,no,no
37,management,married,tertiary,2951,no,no,no
43,management,married,tertiary,78,yes,no,no
48,technician,married,secondary,1526,no,no,no
36,technician,married,secondary,0,yes,no,no
33,unemployed,single,secondary,233,yes,no,no
33,management,married,secondary,67,yes,yes,no
36,services,single,primary,38,no,no,no
65,retired,married,tertiary,1948,no,no,no
50,housemaid,married,primary,5296,no,no,no
34,management,single,tertiary,612,no,no,no
35,entrepreneur,married,secondary,4872,yes,no,no
32,management,single,tertiary,131,yes,no,no
34,technician,single,secondary,4943,yes,yes,no
34,blue-collar,married,secondary,-257,yes,no,no
33,blue-collar,married,primary,331,yes,no,no
45,blue-collar,married,secondary,105,yes,yes,no
35,blue-collar,married,secondary,1160,no,yes,no
53,technician,married,secondary,4930,no,yes,no
39,services,divorced,primary,471,yes,no,no
38,blue-collar,married,secondary,35,yes,no,no
35,management,single,tertiary,1750,yes,no,no
52,blue-collar,married,secondary,5275,no,yes,no
30,technician,single,secondary,728,yes,no,no
37,self-employed,married,tertiary,0,no,no,no
33,self-employed,married,tertiary,263,no,no,no
52,management,married,tertiary,601,yes,no,no
29,admin.,married,secondary,6429,yes,yes,no
28,admin.,single,secondary,1076,yes,no,no
37,blue-collar,married,secondary,-57,yes,yes,no
33,admin.,single,tertiary,2,no,no,no
32,technician,married,tertiary,514,yes,no,no
25,blue-collar,single,secondary,-375,yes,no,no
37,technician,married,secondary,28,no,no,no
34,management,single,tertiary,404,yes,no,no
40,unemployed,married,secondary,3430,yes,no,no
40,management,married,secondary,99,no,no,no
38,services,married,secondary,2669,yes,no,no
39,management,single,tertiary,202,yes,no,no
37,management,single,unknown,715,yes,no,no
35,blue-collar,married,secondary,674,yes,no,no
33,management,single,tertiary,312,no,no,no
38,management,married,tertiary,1463,yes,no,no
37,management,married,tertiary,789,yes,yes,no
29,unemployed,single,tertiary,7,no,no,no
42,services,married,primary,473,yes,no,no
45,management,divorced,tertiary,3150,yes,no,no
42,services,married,tertiary,12223,yes,no,no
33,blue-collar,married,secondary,1541,yes,no,no
35,blue-collar,single,secondary,142,yes,no,no
30,technician,single,tertiary,3,yes,no,no
31,blue-collar,single,secondary,1207,yes,no,no
45,technician,married,secondary,351,yes,no,no
44,admin.,divorced,secondary,777,yes,no,no
31,services,married,primary,997,yes,no,no
30,admin.,married,secondary,15,yes,no,no
54,management,married,tertiary,2819,no,no,no
35,blue-collar,married,secondary,126,yes,no,no
36,admin.,married,secondary,953,yes,no,no
55,housemaid,married,primary,10,no,no,no
45,management,married,tertiary,-577,yes,yes,no
30,unemployed,single,tertiary,1159,no,no,no
57,unemployed,married,secondary,1350,no,no,no
59,housemaid,married,primary,88,yes,no,no
47,blue-collar,married,primary,-245,yes,yes,no
34,technician,single,secondary,161,no,yes,no
46,unemployed,divorced,secondary,41,yes,no,no
56,services,divorced,secondary,450,no,no,no
24,student,single,unknown,782,no,no,no
40,admin.,married,secondary,-666,yes,no,no
50,management,married,tertiary,-151,yes,no,no
31,blue-collar,married,primary,55,yes,yes,no
37,management,married,tertiary,-666,yes,no,no
45,blue-collar,married,secondary,87,yes,no,no
45,management,married,primary,4629,no,no,no
36,blue-collar,single,primary,2176,yes,no,no
57,management,married,tertiary,3431,yes,no,no
39,management,married,tertiary,208,no,no,no
47,services,married,secondary,0,yes,no,no
44,services,divorced,secondary,240,yes,no,no
39,admin.,married,secondary,1388,yes,no,no
40,services,married,secondary,5807,yes,no,no
48,management,divorced,secondary,17,yes,no,no
56,services,married,secondary,0,no,no,no
50,blue-collar,single,primary,1743,yes,no,no
29,services,single,secondary,1008,yes,no,no
33,technician,single,secondary,151,yes,no,no
57,blue-collar,married,unknown,3196,no,no,no
54,management,married,tertiary,1411,no,no,no
64,retired,divorced,secondary,630,no,no,no
61,retired,married,primary,0,yes,yes,no
36,blue-collar,married,secondary,561,yes,no,no
50,management,married,secondary,0,yes,no,no
30,technician,single,secondary,281,no,no,no
40,technician,married,secondary,40,yes,no,no
40,management,married,tertiary,0,no,no,no
30,admin.,divorced,primary,1032,yes,no,no
55,management,divorced,tertiary,-207,no,no,no
59,housemaid,married,primary,235,no,no,no
37,admin.,married,tertiary,0,yes,no,no
53,services,married,secondary,367,yes,yes,no
56,management,married,tertiary,505,yes,yes,no
33,services,married,secondary,804,yes,yes,no
49,services,married,secondary,-301,yes,no,no
47,technician,married,tertiary,-813,yes,yes,no
34,admin.,married,secondary,79,yes,no,no
33,blue-collar,married,primary,50,yes,no,no
31,blue-collar,single,secondary,1205,yes,no,no
44,technician,single,secondary,365,yes,no,no
50,admin.,married,secondary,-1415,no,no,no
39,admin.,single,secondary,223,no,no,no
41,management,married,tertiary,1897,yes,no,no
33,management,married,tertiary,22867,yes,no,no
40,housemaid,married,secondary,949,no,no,no
42,services,married,secondary,1165,yes,no,no
37,management,divorced,secondary,1655,yes,no,no
56,blue-collar,married,unknown,260,yes,no,no
49,blue-collar,divorced,primary,0,yes,no,no
35,entrepreneur,single,tertiary,-880,no,yes,no
41,management,divorced,tertiary,107,yes,no,no
52,blue-collar,married,primary,1624,no,no,no
33,technician,single,tertiary,1257,yes,no,no
40,admin.,single,unknown,355,yes,no,no
44,blue-collar,divorced,secondary,579,yes,no,no
39,blue-collar,married,secondary,1403,no,no,no
39,blue-collar,married,primary,-176,no,no,no
28,management,single,secondary,-513,no,yes,no
45,technician,single,secondary,586,no,yes,no
63,retired,divorced,primary,1840,no,no,no
32,technician,single,tertiary,720,no,no,no
28,blue-collar,single,secondary,97,yes,no,no
36,management,single,tertiary,13,no,yes,no
34,admin.,divorced,secondary,140,yes,no,no
45,blue-collar,married,secondary,521,yes,no,no
30,blue-collar,married,secondary,364,yes,yes,no
59,blue-collar,married,primary,416,no,no,no
54,housemaid,married,primary,3304,no,yes,no
47,unknown,married,unknown,1880,no,no,no
41,admin.,single,tertiary,982,no,no,no
35,technician,divorced,secondary,0,no,no,no
38,services,married,secondary,173,yes,no,no
36,technician,married,tertiary,911,yes,yes,no
39,admin.,single,unknown,0,yes,no,no
48,management,divorced,unknown,549,yes,no,no
42,blue-collar,married,primary,704,yes,yes,no
24,blue-collar,single,secondary,476,yes,no,no
57,retired,married,secondary,3738,yes,no,no
35,unknown,married,primary,634,no,no,no
32,management,single,tertiary,1134,no,no,no
26,blue-collar,single,secondary,-128,no,yes,no
27,technician,married,secondary,7102,yes,no,no
47,entrepreneur,divorced,secondary,186,no,no,no
32,blue-collar,single,primary,1918,yes,no,no
48,self-employed,single,unknown,0,no,no,no
43,blue-collar,married,primary,250,yes,no,no
30,student,single,tertiary,31,yes,no,no
28,technician,single,secondary,631,no,no,no
32,management,married,tertiary,62,yes,no,no
26,self-employed,married,tertiary,479,yes,no,no
38,blue-collar,single,secondary,1121,no,no,no
30,services,single,unknown,138,yes,no,no
33,management,single,tertiary,0,yes,no,no
37,services,divorced,secondary,239,yes,no,no
47,management,married,tertiary,866,no,no,no
36,technician,married,secondary,1466,yes,no,no
48,housemaid,married,secondary,3570,no,no,no
47,technician,divorced,secondary,440,no,no,no
34,entrepreneur,single,tertiary,714,yes,no,no
28,blue-collar,married,primary,674,yes,no,no
54,housemaid,married,primary,127,no,no,no
33,management,married,secondary,588,yes,no,no
41,entrepreneur,divorced,tertiary,-413,yes,no,no
41,admin.,single,secondary,882,yes,yes,no
42,management,married,tertiary,877,yes,no,no
32,admin.,married,secondary,337,no,no,no
47,self-employed,married,tertiary,192,no,no,no
36,technician,married,primary,3350,yes,no,no
34,management,married,tertiary,99,no,yes,no
36,management,married,tertiary,806,yes,no,no
50,management,married,tertiary,6739,yes,no,no
53,admin.,married,primary,228,yes,no,no
49,blue-collar,married,primary,-232,no,yes,no
39,technician,single,secondary,556,yes,no,no
47,management,married,tertiary,761,yes,no,no
57,retired,married,primary,207,yes,no,no
30,unemployed,married,secondary,221,no,no,no
54,admin.,married,secondary,865,yes,no,no
35,management,single,tertiary,0,no,no,no
47,technician,divorced,secondary,1851,yes,no,no
38,entrepreneur,married,secondary,-272,no,yes,no
40,admin.,married,secondary,367,yes,no,no
51,blue-collar,married,primary,0,no,no,no
51,blue-collar,married,primary,230,yes,no,no
57,housemaid,married,primary,0,no,no,no
41,blue-collar,married,secondary,1954,no,no,no
31,entrepreneur,single,secondary,379,yes,no,no
59,retired,single,secondary,-341,no,yes,no
26,services,single,primary,179,yes,yes,no
41,technician,married,tertiary,13,no,no,no
39,management,married,tertiary,839,no,yes,no
25,blue-collar,single,secondary,192,no,no,no
33,management,single,tertiary,576,no,no,no
35,management,single,tertiary,643,yes,no,no
49,management,married,tertiary,342,no,no,no
31,blue-collar,married,secondary,1329,yes,yes,no
40,unemployed,married,secondary,219,yes,no,no
32,management,married,tertiary,141,yes,no,no
42,blue-collar,married,primary,402,no,no,no
33,technician,married,tertiary,8023,no,no,no
48,admin.,married,secondary,1131,no,yes,no
28,student,single,secondary,1925,no,no,no
43,blue-collar,single,primary,0,no,no,no
30,blue-collar,single,secondary,103,yes,no,no
41,admin.,married,secondary,1395,yes,yes,no
55,management,married,primary,621,no,yes,no
55,management,married,tertiary,1161,yes,no,no
54,management,married,unknown,24,no,no,no
55,retired,married,primary,2,no,no,no
57,technician,married,secondary,295,no,no,no
27,blue-collar,single,secondary,-208,yes,no,no
28,management,married,tertiary,258,no,yes,no
51,management,divorced,tertiary,119,no,no,no
27,management,single,secondary,967,yes,no,no
40,blue-collar,divorced,secondary,-90,yes,no,no
56,retired,married,secondary,0,no,no,no
35,services,married,secondary,0,yes,no,no
47,entrepreneur,divorced,secondary,392,yes,yes,no
49,blue-collar,married,primary,23,yes,no,no
35,management,single,tertiary,2486,yes,no,no
50,admin.,divorced,secondary,81,no,yes,no
55,housemaid,married,primary,1563,yes,no,no
56,blue-collar,married,secondary,1602,yes,no,no
35,technician,single,secondary,2144,yes,no,no
42,blue-collar,married,secondary,273,no,no,no
34,blue-collar,married,primary,455,yes,no,no
40,services,single,secondary,1038,no,no,no
33,services,married,secondary,-384,yes,no,no
33,management,married,tertiary,307,no,no,no
59,retired,divorced,secondary,93,no,no,no
51,housemaid,divorced,primary,127,no,no,no
47,services,married,secondary,-150,no,no,no
48,management,married,tertiary,20718,yes,no,no
31,admin.,single,tertiary,-218,yes,no,no
39,blue-collar,married,secondary,5222,yes,no,no
52,admin.,married,secondary,484,yes,no,no
28,technician,single,tertiary,75,yes,yes,no
56,technician,divorced,secondary,1480,yes,yes,no
47,services,married,secondary,1111,no,no,no
77,retired,divorced,primary,639,no,no,no
39,blue-collar,single,secondary,29,yes,no,no
31,services,single,secondary,6374,yes,no,no
39,management,married,secondary,363,yes,yes,no
32,blue-collar,married,primary,-94,yes,yes,no
59,admin.,married,secondary,92,yes,no,no
42,unknown,married,unknown,222,no,no,no
50,technician,married,primary,249,yes,no,no
44,services,married,secondary,1450,yes,no,no
47,housemaid,married,tertiary,2290,no,no,no
51,technician,married,tertiary,0,no,no,no
34,technician,married,secondary,1026,no,no,no
36,management,married,primary,3953,yes,no,no
32,blue-collar,single,primary,1426,yes,no,no
28,blue-collar,single,secondary,53,yes,no,no
34,management,married,tertiary,160,yes,yes,no
40,management,single,tertiary,171,no,no,no
49,management,married,tertiary,3237,yes,no,no
30,self-employed,single,secondary,192,no,no,no
56,self-employed,married,tertiary,0,no,no,no
28,management,single,tertiary,385,no,yes,no
31,blue-collar,married,secondary,2591,yes,no,no
28,blue-collar,single,secondary,39,no,no,no
53,technician,married,primary,44,no,no,no
38,management,married,tertiary,5432,yes,yes,no
54,retired,divorced,tertiary,349,yes,no,no
36,management,single,tertiary,20,yes,no,no
60,retired,divorced,tertiary,381,yes,no,no
40,management,married,secondary,4025,yes,no,no
50,admin.,single,secondary,167,no,yes,no
28,management,single,tertiary,278,no,yes,no
33,blue-collar,married,secondary,263,yes,no,no
53,retired,married,secondary,4968,no,no,no
38,technician,married,secondary,581,yes,no,no
34,management,single,tertiary,682,no,no,no
41,unknown,married,unknown,779,no,no,no
64,retired,married,tertiary,2139,no,no,no
45,management,married,secondary,5888,yes,no,no
38,technician,married,secondary,0,yes,yes,no
57,management,married,tertiary,3431,yes,no,no
34,management,married,tertiary,188,no,no,no
36,blue-collar,single,primary,3214,yes,no,no
30,admin.,married,secondary,873,yes,no,no
32,blue-collar,married,secondary,-32,yes,no,no
42,blue-collar,married,secondary,1958,yes,no,no
35,admin.,married,secondary,76,no,yes,no
42,technician,married,secondary,1013,no,yes,no
50,entrepreneur,married,secondary,2731,no,no,no
38,management,married,secondary,93,no,no,no
38,self-employed,married,secondary,173,no,no,no
55,management,married,primary,384,no,no,no
60,housemaid,married,unknown,491,no,no,no
33,management,married,tertiary,728,yes,no,no
30,technician,single,secondary,411,yes,no,no
30,management,single,tertiary,265,no,no,no
51,management,married,tertiary,-3,no,no,no
37,management,married,tertiary,586,yes,no,no
37,blue-collar,married,primary,-196,yes,no,no
45,blue-collar,married,primary,700,yes,no,no
37,blue-collar,married,secondary,-67,no,no,no
48,management,married,tertiary,1600,no,no,no
42,services,married,secondary,508,yes,no,no
49,technician,married,primary,486,no,no,no
36,management,single,tertiary,243,yes,no,no
54,self-employed,married,secondary,203,yes,no,no
52,management,married,tertiary,1944,yes,no,no
30,management,married,tertiary,882,no,no,no
37,blue-collar,married,secondary,2924,no,no,no
31,unemployed,married,secondary,20,no,no,no
26,admin.,married,secondary,1417,yes,no,no
51,admin.,divorced,secondary,340,yes,no,no
34,services,single,secondary,4062,yes,yes,no
26,blue-collar,married,primary,133,no,yes,no
32,management,single,tertiary,0,yes,yes,no
38,services,married,secondary,8876,no,no,no
52,admin.,married,secondary,423,yes,yes,no
44,management,married,tertiary,58,yes,no,no
31,services,married,secondary,5,yes,no,no
38,services,married,primary,175,no,no,no
32,housemaid,married,primary,1349,yes,no,no
41,blue-collar,married,primary,6596,yes,no,no
48,management,married,tertiary,1741,yes,yes,no
29,blue-collar,married,primary,25,yes,no,no
41,management,married,tertiary,0,yes,no,no
49,management,married,tertiary,4374,yes,no,no
40,management,married,tertiary,16,no,yes,no
27,management,single,tertiary,574,yes,no,no
45,blue-collar,single,secondary,615,yes,no,no
48,entrepreneur,divorced,tertiary,0,yes,yes,no
31,services,married,secondary,395,no,no,no
45,blue-collar,married,primary,678,no,no,no
43,housemaid,married,primary,25,no,no,no
31,admin.,single,secondary,626,yes,no,no
37,management,married,tertiary,165,no,no,no
38,self-employed,married,secondary,746,no,no,no
29,services,married,secondary,376,no,yes,no
28,blue-collar,married,primary,-55,yes,no,no
55,housemaid,divorced,primary,0,no,no,no
27,technician,divorced,secondary,21,yes,no,no
43,self-employed,married,tertiary,3003,no,no,no
29,management,single,tertiary,92,no,no,no
52,technician,divorced,secondary,511,no,yes,no
33,services,married,primary,6904,no,no,no
27,services,single,secondary,795,no,no,no
27,technician,single,secondary,0,no,no,no
31,management,married,tertiary,166,no,no,no
31,self-employed,married,secondary,157,yes,no,no
45,technician,divorced,secondary,0,no,no,no
34,technician,single,secondary,0,no,no,no
48,management,divorced,tertiary,174,no,no,no
47,blue-collar,married,secondary,1536,yes,no,no
49,services,married,secondary,1114,no,no,no
55,retired,divorced,tertiary,816,no,no,no
51,management,single,tertiary,1202,yes,no,no
37,management,single,tertiary,600,yes,no,no
33,technician,divorced,secondary,6,no,no,no
33,blue-collar,married,unknown,2655,yes,no,no
29,management,single,tertiary,499,yes,no,no
57,housemaid,divorced,primary,0,no,no,no
60,retired,married,secondary,197,no,no,no
51,housemaid,married,primary,289,no,no,no
45,technician,single,tertiary,5336,no,no,no
45,admin.,married,secondary,434,no,no,no
39,management,married,tertiary,691,yes,yes,no
25,blue-collar,single,secondary,-250,yes,no,no
47,blue-collar,married,secondary,3696,yes,no,no
34,blue-collar,married,secondary,2595,yes,yes,no
40,unemployed,married,secondary,1077,yes,yes,no
48,blue-collar,divorced,secondary,501,yes,no,no
39,technician,single,tertiary,21,yes,no,no
38,services,married,secondary,797,yes,no,no
32,services,single,secondary,1659,yes,no,no
27,entrepreneur,married,secondary,97,yes,yes,no
47,blue-collar,married,primary,2,yes,yes,no
40,management,married,tertiary,384,no,no,no
41,technician,married,tertiary,63,no,no,no
40,admin.,married,secondary,1327,yes,yes,no
39,blue-collar,married,secondary,284,yes,yes,no
45,technician,married,secondary,3395,yes,no,no
31,services,single,secondary,2038,yes,no,no
27,admin.,single,secondary,15,no,yes,no
56,blue-collar,single,secondary,1187,yes,no,no
39,admin.,married,secondary,3047,yes,no,no
52,management,married,tertiary,11650,yes,no,no
58,management,single,tertiary,1387,yes,no,no
48,technician,single,tertiary,0,no,no,no
33,blue-collar,single,secondary,1387,no,no,no
38,services,divorced,secondary,446,yes,no,no
42,technician,single,secondary,275,no,no,no
36,management,divorced,secondary,1655,yes,no,no
35,technician,single,secondary,196,yes,no,no
45,technician,single,tertiary,0,no,no,no
51,technician,married,secondary,1327,no,no,no
43,housemaid,married,primary,0,yes,no,no
45,technician,divorced,tertiary,206,no,no,no
30,admin.,single,secondary,523,no,yes,no
40,management,married,tertiary,0,no,no,no
56,services,married,primary,444,yes,no,no
48,management,divorced,tertiary,1401,yes,no,no
32,admin.,married,secondary,205,no,no,no
47,admin.,single,secondary,3957,yes,no,no
30,technician,single,secondary,9645,no,yes,no
37,management,married,tertiary,620,yes,no,no
52,blue-collar,single,secondary,1541,yes,no,no
49,retired,married,primary,-37,no,no,no
53,management,married,tertiary,-601,yes,no,no
53,services,married,secondary,197,yes,no,no
34,technician,divorced,secondary,-276,yes,no,no
40,admin.,married,secondary,824,yes,no,no
39,services,married,secondary,636,yes,no,no
33,blue-collar,married,secondary,19,yes,no,no
41,blue-collar,married,secondary,641,yes,no,no
31,management,single,tertiary,2983,yes,no,no
45,services,divorced,secondary,0,yes,yes,no
23,admin.,single,secondary,252,yes,no,no
51,management,divorced,tertiary,119,no,no,no
34,management,single,tertiary,171,yes,no,no
36,management,married,tertiary,0,yes,no,no
42,admin.,divorced,secondary,-249,yes,no,no
33,management,married,tertiary,455,yes,yes,no
46,management,married,secondary,10,yes,no,no
37,admin.,married,secondary,529,yes,no,no
33,management,single,tertiary,1859,yes,no,no
30,admin.,single,secondary,613,yes,no,no
53,technician,divorced,secondary,751,yes,no,no
46,management,married,secondary,0,no,no,no
35,management,married,tertiary,1471,yes,yes,no
36,technician,single,secondary,7503,yes,no,no
46,technician,married,secondary,68,yes,yes,no
31,blue-collar,single,secondary,530,no,yes,no
52,management,married,tertiary,1319,yes,no,no
48,admin.,single,secondary,479,yes,yes,no
45,blue-collar,married,primary,360,no,no,no
36,management,single,tertiary,2163,no,no,no
53,retired,married,primary,136,yes,no,no
35,management,married,tertiary,-196,yes,no,no
44,management,married,tertiary,4087,yes,no,no
38,management,married,tertiary,1354,yes,no,no
44,blue-collar,married,primary,2,no,yes,no
51,housemaid,married,unknown,2337,yes,no,no
32,technician,single,tertiary,514,yes,yes,no
59,blue-collar,married,primary,6212,yes,no,no
31,management,single,tertiary,424,no,yes,no
52,management,married,tertiary,499,no,no,no
26,technician,married,tertiary,8,yes,yes,no
40,services,married,secondary,1305,no,no,no
35,technician,single,secondary,300,yes,no,no
54,admin.,married,primary,976,yes,no,no
36,entrepreneur,married,tertiary,2700,no,no,no
45,self-employed,married,tertiary,-497,yes,yes,no
29,unemployed,single,secondary,2424,no,no,no
49,management,divorced,tertiary,-2049,yes,no,no
52,services,married,secondary,2081,yes,no,no
52,management,married,secondary,189,no,no,no
47,unemployed,divorced,secondary,0,no,yes,no
33,services,divorced,secondary,327,yes,no,no
30,technician,single,secondary,426,yes,no,no
52,self-employed,divorced,secondary,1291,yes,no,no
54,management,divorced,tertiary,3473,yes,no,no
59,retired,married,secondary,434,yes,no,no
35,management,married,tertiary,105,yes,no,no
29,blue-collar,married,secondary,975,yes,no,no
33,technician,single,secondary,-479,no,no,no
32,technician,married,primary,62,yes,yes,no
50,blue-collar,married,primary,0,no,no,no
54,entrepreneur,married,secondary,0,no,no,no
49,technician,single,secondary,1202,yes,no,no
39,admin.,single,secondary,2854,yes,no,no
34,management,single,tertiary,9,no,no,no
31,self-employed,single,secondary,203,no,yes,no
46,technician,divorced,tertiary,0,yes,no,no
59,retired,married,secondary,2467,no,no,no
32,technician,married,tertiary,3850,yes,no,no
39,admin.,married,secondary,47,yes,no,no
54,blue-collar,married,primary,1895,yes,no,no
33,technician,divorced,secondary,522,no,yes,no
59,blue-collar,married,secondary,-918,yes,no,no
28,blue-collar,single,secondary,-193,no,no,no
48,blue-collar,married,secondary,48,yes,yes,no
39,management,married,tertiary,0,yes,yes,no
41,technician,married,secondary,201,no,yes,no
33,admin.,single,secondary,598,yes,no,no
37,management,married,primary,1506,no,no,no
30,admin.,married,tertiary,26,yes,no,no
36,management,married,tertiary,1582,no,no,no
53,blue-collar,divorced,primary,559,no,no,no
26,admin.,single,secondary,0,yes,no,no
59,retired,married,primary,-411,no,no,no
44,blue-collar,single,secondary,36,yes,no,no
55,unemployed,married,secondary,512,no,no,no
26,blue-collar,single,secondary,786,yes,yes,no
41,blue-collar,married,primary,3658,yes,no,no
28,management,single,tertiary,-227,yes,no,no
40,management,married,tertiary,423,yes,no,no
47,unemployed,divorced,secondary,947,no,no,no
39,services,married,primary,324,yes,no,no
38,blue-collar,married,secondary,0,yes,no,no
37,services,married,secondary,1694,yes,yes,no
36,blue-collar,married,secondary,2894,yes,no,no
53,management,married,secondary,2693,no,no,no
47,technician,married,secondary,644,no,no,no
28,management,single,tertiary,185,no,no,no
32,student,single,unknown,1583,yes,no,no
25,management,single,tertiary,2399,yes,no,no
39,admin.,married,tertiary,1322,yes,no,no
60,retired,married,secondary,194,no,yes,no
39,admin.,married,secondary,1221,no,no,no
31,admin.,single,secondary,-302,yes,yes,no
45,admin.,married,secondary,256,no,no,no
36,technician,single,secondary,0,no,yes,no
44,services,married,secondary,1335,yes,no,no
33,unemployed,single,secondary,682,no,no,no
31,management,married,tertiary,0,no,no,no
38,admin.,divorced,secondary,3834,yes,no,no
50,self-employed,married,secondary,5312,no,no,no
40,management,divorced,unknown,4095,yes,no,no
33,technician,married,secondary,0,no,no,no
42,admin.,married,secondary,-1386,yes,yes,no
42,management,single,tertiary,525,no,no,no
33,blue-collar,married,secondary,2,no,no,no
40,technician,married,unknown,0,no,yes,no
52,blue-collar,married,secondary,1500,no,yes,no
49,technician,married,secondary,378,no,no,no
30,management,single,tertiary,552,yes,no,no
26,blue-collar,single,secondary,-84,yes,yes,no
40,management,married,secondary,-240,no,yes,no
30,blue-collar,married,secondary,501,yes,yes,no
55,unemployed,married,tertiary,5345,no,no,no
48,self-employed,married,secondary,1559,no,no,no
28,technician,single,tertiary,0,yes,no,no
54,admin.,married,secondary,0,yes,yes,no
36,management,married,secondary,1989,no,no,no
34,admin.,single,secondary,598,yes,no,no
39,housemaid,married,tertiary,94,no,no,no
66,retired,married,secondary,3473,no,no,no
42,blue-collar,married,secondary,349,yes,no,no
55,retired,married,primary,3876,no,no,no
85,retired,married,unknown,1934,no,no,no
63,housemaid,married,secondary,2,no,no,no
37,admin.,single,secondary,9,yes,no,no
24,services,single,secondary,11,yes,no,no
34,technician,single,secondary,60,no,no,no
28,management,single,tertiary,882,no,yes,no
58,retired,divorced,tertiary,499,yes,yes,no
49,housemaid,divorced,primary,198,yes,no,no
31,blue-collar,single,secondary,2093,no,no,no
56,retired,married,secondary,74,yes,no,no
43,services,married,secondary,1220,no,no,no
32,blue-collar,single,secondary,1342,yes,no,no
55,blue-collar,married,unknown,6134,no,no,no
55,housemaid,married,primary,3680,no,no,no
31,blue-collar,married,primary,605,yes,no,no
49,management,married,secondary,104,yes,no,no
41,admin.,married,secondary,683,no,yes,no
56,retired,divorced,primary,48,yes,no,no
